song_id,title,artist,language,Hybrid RecSys,collaborative Filtering,context,instrumentation,mood_tags,status,lyrics,emotion_label,genre,release_year,duration_sec,tempo,key,energy,valence,mfcc_mean,audio_path,lyrics_path
1009,Blue Moon - With Water Sounds,Felix Meadow,English,Yes,Yes,,,"dreamy, calm, peaceful",active,,,Unknown,2024,137,62,E minor,0.1,0.8,0.651,audio/1hglUXlox0GEdBTWlXWQVy.mp3,lyrics/1hglUXlox0GEdBTWlXWQVy.txt
1010,Raindrop Nocturne - with water sounds,DECEM,English,Yes,Yes,,,"calm, soothing, soft",active,,,Unknown,2025,159,65,Bb major,0.2,0.8,0.583,audio/4k3Jjs4bItv1BFrsLQD5uM.mp3,lyrics/4k3Jjs4bItv1BFrsLQD5uM.txt
1011,Fix You - with water sounds,Felix Meadow,English,Yes,Yes,,,"hopeful, calm, uplifting",active,,,Unknown,2024,187,70,F major,0.3,0.8,0.591,audio/3xuYS0FBvmSVdqk3l3chVN.mp3,lyrics/3xuYS0FBvmSVdqk3l3chVN.txt
1012,Better in Time - with water sounds,Liam Starling,English,Yes,Yes,,,"uplifting, gentle, peaceful",active,,,Unknown,2024,185,68,D major,0.3,0.8,0.527,audio/6ibcb5MJO5KUgvIh9jiR2t.mp3,lyrics/6ibcb5MJO5KUgvIh9jiR2t.txt
1013,Ripples in Time - with water sounds,JESSE,English,Yes,Yes,,,"reflective, ambient, peaceful",active,,,Unknown,2025,183,65,Bb major,0.2,0.7,0.482,audio/1rUY6pTVMjZVtLOGy676cl.mp3,lyrics/1rUY6pTVMjZVtLOGy676cl.txt
1014,Wide Awake - with water sounds,Elio Laurent,English,Yes,Yes,,,"calm, introspective, soft",active,,,Unknown,2024,185,62,C major,0.1,0.7,0.613,audio/1LsT8PUSrggLzWbPmfFHf5.mp3,lyrics/1LsT8PUSrggLzWbPmfFHf5.txt
1015,Dreaming Under Stars - with water sounds,Relaxing Music,English,Yes,Yes,,,"dreamy, ambient, gentle",active,,,Unknown,2024,197,68,G major,0.3,0.8,0.654,audio/0AVAPAVvgVNpCQijH0chOj.mp3,lyrics/0AVAPAVvgVNpCQijH0chOj.txt
1016,Drops of Peace - with water sounds,JESSE,English,Yes,Yes,,,"peaceful, soothing, gentle",active,,,Unknown,2024,185,65,F major,0.2,0.8,0.459,audio/5zdBqyWaY6jeBRBoohOSQf.mp3,lyrics/5zdBqyWaY6jeBRBoohOSQf.txt
1017,Belong Together - with water sounds,beigecatt,English,Yes,Yes,,,"nostalgic, gentle, peaceful",active,,,Unknown,2024,125,65,D major,0.2,0.7,0.538,audio/5I2Ql3OYeAaExYK3KN0KLK.mp3,lyrics/5I2Ql3OYeAaExYK3KN0KLK.txt
1018,Beneath the Rain - with water sounds,DECEM,English,Yes,Yes,,,"calm, soothing, soft",active,,,Unknown,2024,181,62,E minor,0.1,0.8,0.497,audio/2sDKYG4pVmZ0elnUYSBxqq.mp3,lyrics/2sDKYG4pVmZ0elnUYSBxqq.txt
1019,Serene Thoughts - with water sounds,DECEM,English,Yes,Yes,,,"meditative, peaceful, gentle",active,,,Unknown,2024,185,60,C major,0.1,0.8,0.563,audio/7lfZxv3fW7YTBBrOPJHhXP.mp3,lyrics/7lfZxv3fW7YTBBrOPJHhXP.txt
1020,Light Of Day - with water sounds,JESSE,English,Yes,Yes,,,"uplifting, hopeful, gentle",active,,,Unknown,2024,204,70,G major,0.3,0.8,0.621,audio/26PgONWZvOmBDy2Sgfh5JR.mp3,lyrics/26PgONWZvOmBDy2Sgfh5JR.txt
1021,Rainy Day Reflection - with water sounds,JESSE,English,Yes,Yes,,,"reflective, calm, soft",active,,,Unknown,2024,186,65,Bb major,0.2,0.7,0.498,audio/76zTOt2yADFEliYQrp4Az7.mp3,lyrics/76zTOt2yADFEliYQrp4Az7.txt
1022,The Sound of Silence - with water sounds,Liam Starling,English,Yes,Yes,,,"calm, introspective, peaceful",active,,,Unknown,2024,181,60,E minor,0.1,0.8,0.589,audio/3fbR0jVTEnWUum30TWxhjb.mp3,lyrics/3fbR0jVTEnWUum30TWxhjb.txt
1023,Ocean's Embrace - with water sounds,JESSE,English,Yes,Yes,,,"peaceful, ambient, soft",active,,,Unknown,2025,183,62,F major,0.1,0.8,0.473,audio/0JR8CmACu127fD3IdSyeRj.mp3,lyrics/0JR8CmACu127fD3IdSyeRj.txt
1024,Nights Like This - with water sounds,GRASS COTTON,English,Yes,Yes,,,"dreamy, calm, gentle",active,,,Unknown,2024,121,68,D major,0.3,0.8,0.427,audio/2uPVqowweT4iCAoyUHfKQO.mp3,lyrics/2uPVqowweT4iCAoyUHfKQO.txt
1025,Rainy Day Reverie - with water sounds,JESSE,English,Yes,Yes,,,"nostalgic, peaceful, soft",active,,,Unknown,2024,185,65,C major,0.2,0.7,0.552,audio/5qsb1MUtij91UVodxEOfVi.mp3,lyrics/5qsb1MUtij91UVodxEOfVi.txt
1026,Serenade at Sunset - with water sounds,Elio Laurent,English,Yes,Yes,,,"peaceful, gentle, uplifting",active,,,Unknown,2024,188,68,Bb major,0.3,0.8,0.491,audio/39Um3t3HggbzolQJ8Nwpk1.mp3,lyrics/39Um3t3HggbzolQJ8Nwpk1.txt
1027,Wandering Thoughts - with water sounds,JESSE,English,Yes,Yes,,,"introspective, ambient, soft",active,,,Unknown,2024,192,62,E minor,0.1,0.7,0.516,audio/55wdqf5z1n43wsxWEaa1Zx.mp3,lyrics/55wdqf5z1n43wsxWEaa1Zx.txt
1028,Soothe the Soul - with water sounds,beigecatt,English,Yes,Yes,,,"meditative, soothing, peaceful",active,,,Unknown,2024,125,60,F major,0.1,0.8,0.629,audio/7K5yYOOc8Od8rQPdiYqgzi.mp3,lyrics/7K5yYOOc8Od8rQPdiYqgzi.txt
1029,Peaceful Horizons - with water sounds,JESSE,English,Yes,Yes,,,"calm, uplifting, gentle",active,,,Unknown,2024,188,68,D major,0.3,0.8,0.482,audio/4P2hggOudmObOEjk7dbK4X.mp3,lyrics/4P2hggOudmObOEjk7dbK4X.txt
1030,These Dreams - with water sounds,GRASS COTTON,English,Yes,Yes,,,"dreamy, gentle, peaceful",active,,,Unknown,2024,185,65,C major,0.2,0.8,0.573,audio/5RHSHeeLz4aWiyyvJtmXhB.mp3,lyrics/5RHSHeeLz4aWiyyvJtmXhB.txt
1031,Spa Serenity - with water sounds,Amazing Spa Music,English,Yes,Yes,,,"peaceful, meditative, gentle",active,,,Unknown,2024,186,60,F major,0.1,0.8,0.589,audio/28kFNsUMdjBkrU4MMJkIJp.mp3,lyrics/28kFNsUMdjBkrU4MMJkIJp.txt
1032,Misty Morning Rain - with water sounds,JESSE,English,Yes,Yes,,,"calm, soothing, soft",active,,,Unknown,2024,186,65,C major,0.2,0.8,0.471,audio/2btENMTti3xbVJDrjPD5Tw.mp3,lyrics/2btENMTti3xbVJDrjPD5Tw.txt
1033,Better Place - with water sounds,Relaxing Music,English,Yes,Yes,,,"uplifting, gentle, peaceful",active,,,Unknown,2024,181,68,D major,0.3,0.8,0.537,audio/5ydUf1OzzJ7EOeeW4DMiUg.mp3,lyrics/5ydUf1OzzJ7EOeeW4DMiUg.txt
1034,Raindrop Harmony - with water sounds,DECEM,English,Yes,Yes,,,"calm, ambient, reflective",active,,,Unknown,2024,179,62,Bb major,0.1,0.7,0.612,audio/7vUdBrPo9k6KbHH3PgZS6f.mp3,lyrics/7vUdBrPo9k6KbHH3PgZS6f.txt
1035,Simple Reverie - with water sounds,Liam Starling,English,Yes,Yes,,,"dreamy, soft, peaceful",active,,,Unknown,2024,180,65,G major,0.2,0.8,0.498,audio/5LMo3SDLz5Rbt7si9wPTol.mp3,lyrics/5LMo3SDLz5Rbt7si9wPTol.txt
1036,Relaxing Massage - with water sounds,JESSE,English,Yes,Yes,,,"meditative, relaxing, gentle",active,,,Unknown,2024,181,60,C major,0.1,0.8,0.523,audio/13V8UoIf5pXuRWXDb6XDQ1.mp3,lyrics/13V8UoIf5pXuRWXDb6XDQ1.txt
1037,Sleepy Serenade - with water sounds,Felix Meadow,English,Yes,Yes,,,"calm, soothing, soft",active,,,Unknown,2024,192,62,F major,0.1,0.8,0.657,audio/2uQ97L44DgV5AvzlPoWkEE.mp3,lyrics/2uQ97L44DgV5AvzlPoWkEE.txt
1038,Perfect Day - with water sounds,JESSE,English,Yes,Yes,,,"uplifting, gentle, peaceful",active,,,Unknown,2024,184,70,D major,0.3,0.8,0.482,audio/4IUDimvtOamPV11E6dkI53.mp3,lyrics/4IUDimvtOamPV11E6dkI53.txt
1039,My Wish - with water sounds,BeiGe Mellow,English,Yes,Yes,,,"hopeful, gentle, peaceful",active,,,Unknown,2024,180,68,Bb major,0.3,0.8,0.591,audio/1lX6xVg9q5RIn1L9Wk9SsK.mp3,lyrics/1lX6xVg9q5RIn1L9Wk9SsK.txt
1040,Peaceful Vibes - with water sounds,Elio Laurent,English,Yes,Yes,,,"peaceful, calm, soothing",active,,,Unknown,2024,195,65,C major,0.2,0.8,0.439,audio/2MDPfHkhgw4wuhumeEa4g0.mp3,lyrics/2MDPfHkhgw4wuhumeEa4g0.txt
1041,Soft Twilight - with water sounds,Elio Laurent,English,Yes,Yes,,,"calm, ambient, soft",active,,,Unknown,2024,183,62,F major,0.1,0.7,0.624,audio/0AAujtQ53pCcDgFfHfxrzi.mp3,lyrics/0AAujtQ53pCcDgFfHfxrzi.txt
1042,Zen Spa Escape - with water sounds,Amazing Spa Music,English,Yes,Yes,,,"meditative, peaceful, gentle",active,,,Unknown,2024,182,60,D major,0.1,0.8,0.571,audio/0O27OOcbGNKWRTzkAkQvgo.mp3,lyrics/0O27OOcbGNKWRTzkAkQvgo.txt
1043,Calm Reflections - with water sounds,JESSE,English,Yes,Yes,,,"reflective, calm, soft",active,,,Unknown,2024,186,65,Bb major,0.2,0.7,0.498,audio/2cA4xfYnsZ52fbcHEuSjTX.mp3,lyrics/2cA4xfYnsZ52fbcHEuSjTX.txt
1044,Cloudy Day - with water sounds,GRASS COTTON,English,Yes,Yes,,,"calm, gentle, ambient",active,,,Unknown,2024,195,62,C major,0.1,0.7,0.553,audio/3igkSuUtJ4AbjqevjwplAF.mp3,lyrics/3igkSuUtJ4AbjqevjwplAF.txt
1045,Rainy Nights - with water sounds,JESSE,English,Yes,Yes,,,"nostalgic, peaceful, soft",active,,,Unknown,2024,187,65,F major,0.2,0.7,0.467,audio/5Y6g8j7JdDjdS92rlXSVcP.mp3,lyrics/5Y6g8j7JdDjdS92rlXSVcP.txt
1046,Raindrops and Silence - with water sounds,JESSE,English,Yes,Yes,,,"calm, soothing, peaceful",active,,,Unknown,2024,186,60,D major,0.1,0.8,0.613,audio/2jL8l6n3aOtFTPKcMIqvbp.mp3,lyrics/2jL8l6n3aOtFTPKcMIqvbp.txt
1047,Celestial Dreams - with water sounds,Relaxing Music,English,Yes,Yes,,,"dreamy, gentle, uplifting",active,,,Unknown,2024,189,68,G major,0.3,0.8,0.581,audio/1WT8XtsbccxNPrTDpuDYG3.mp3,lyrics/1WT8XtsbccxNPrTDpuDYG3.txt
1048,We Can't Stop - with water sounds,Relaxing Music,English,Yes,Yes,,,"uplifting, gentle, peaceful",active,,,Unknown,2024,183,70,Bb major,0.3,0.8,0.492,audio/6GiFXqRrE0c9nLkZfpEWrY.mp3,lyrics/6GiFXqRrE0c9nLkZfpEWrY.txt
1049,Lost Paradise - with water sounds,JESSE,English,Yes,Yes,,,"peaceful, ambient, soft",active,,,Unknown,2024,188,65,C major,0.2,0.7,0.529,audio/41sJz3MfoYcqvzZfzNqjLl.mp3,lyrics/41sJz3MfoYcqvzZfzNqjLl.txt
1050,On a Sunny Day - with water sounds,beigecatt,English,Yes,Yes,,,"uplifting, hopeful, gentle",active,,,Unknown,2024,137,70,D major,0.3,0.8,0.618,audio/3OhlcIziwVFYTd55NYcQMT.mp3,lyrics/3OhlcIziwVFYTd55NYcQMT.txt
1051,Gentle Breeze - with water sounds,DECEM,English,Yes,Yes,,,"calm, soothing, peaceful",active,,,Unknown,2024,188,65,F major,0.2,0.8,0.589,audio/2tbvh78W24eZdRiTjwgJBn.mp3,lyrics/2tbvh78W24eZdRiTjwgJBn.txt
1052,Memory Droplets - with water sounds,JESSE,English,Yes,Yes,,,"nostalgic, gentle, soft",active,,,Unknown,2024,135,62,C major,0.1,0.7,0.471,audio/7FHAjKeu8xWgTalxEU335U.mp3,lyrics/7FHAjKeu8xWgTalxEU335U.txt
1053,Rest Time - with water sounds,GRASS COTTON,English,Yes,Yes,,,"meditative, calm, relaxing",active,,,Unknown,2024,185,60,Bb major,0.1,0.8,0.534,audio/6EhWPOKNtpogJE9E6WdSoP.mp3,lyrics/6EhWPOKNtpogJE9E6WdSoP.txt
1054,Echoes of Silence - with water sounds,JESSE,English,Yes,Yes,,,"introspective, ambient, soft",active,,,Unknown,2024,185,62,E minor,0.1,0.7,0.497,audio/0LJ6Bmet2icAOcONF3lvcf.mp3,lyrics/0LJ6Bmet2icAOcONF3lvcf.txt
1055,Sleep Well - with water sounds,beigecatt,English,Yes,Yes,,,"calm, soothing, peaceful",active,,,Unknown,2024,137,60,F major,0.1,0.8,0.612,audio/5BtVEMG4USo0HKYa1VwRQm.mp3,lyrics/5BtVEMG4USo0HKYa1VwRQm.txt
1056,Vignettes - with water sounds,Haru Kiyomi,English,Yes,Yes,,,"gentle, reflective, peaceful",active,,,Unknown,2025,181,65,D major,0.2,0.8,0.529,audio/5fenIYpkZBmoUMppIOLcWM.mp3,lyrics/5fenIYpkZBmoUMppIOLcWM.txt
1057,Country Road - with water sounds,Posple Mellow,English,Yes,Yes,,,"nostalgic, gentle, uplifting",active,,,Unknown,2025,183,68,G major,0.3,0.8,0.483,audio/3S8L6sHVb3uydrCwp54xw3.mp3,lyrics/3S8L6sHVb3uydrCwp54xw3.txt
1058,Raindrop Serenade - with water sounds,DECEM,English,Yes,Yes,,,"calm, soothing, soft",active,,,Unknown,2024,181,65,C major,0.2,0.8,0.581,audio/0lGzI2zMPyvyfv1JIG3jT4.mp3,lyrics/0lGzI2zMPyvyfv1JIG3jT4.txt
1059,Chill Oasis - with water sounds,Elio Laurent,English,Yes,Yes,,,"dreamy, ambient, gentle",active,,,Unknown,2024,185,62,Bb major,0.1,0.7,0.498,audio/1LR2Aozn6jIh0CIkl7eTa9.mp3,lyrics/1LR2Aozn6jIh0CIkl7eTa9.txt
1060,Autumm Sky - with water sounds,JESSE,English,Yes,Yes,,,"peaceful, uplifting, gentle",active,,,Unknown,2024,191,68,F major,0.3,0.8,0.573,audio/4pIuIDFikPmUOKhkuxrLRo.mp3,lyrics/4pIuIDFikPmUOKhkuxrLRo.txt
1061,Wild Heart (with water sounds),JESSE,English,Yes,Yes,,,"playful, gentle, uplifting",active,,,Unknown,2025,123,70,D major,0.3,0.8,0.612,audio/4fF7oKCH5mtPzEK46PMQTp.mp3,lyrics/4fF7oKCH5mtPzEK46PMQTp.txt
1062,Flowing Brook - with water sounds,JESSE,English,Yes,Yes,,,"peaceful, ambient, soft",active,,,Unknown,2024,192,62,G major,0.1,0.8,0.491,audio/5fgLazOMNPdsCYk2nYCcAx.mp3,lyrics/5fgLazOMNPdsCYk2nYCcAx.txt
1063,Angels Like You - with water sounds,JESSE,English,Yes,Yes,,,"gentle, soothing, peaceful",active,,,Unknown,2024,193,65,C major,0.2,0.8,0.553,audio/7indjq7xKol3lLipC1BPT8.mp3,lyrics/7indjq7xKol3lLipC1BPT8.txt
1064,Goddess of the Moon - with water sounds,JESSE,English,Yes,Yes,,,"ethereal, dreamy, gentle",active,,,Unknown,2024,186,68,Bb major,0.2,0.8,0.479,audio/5h7vCeq9WAtXxrs7v2CUeJ.mp3,lyrics/5h7vCeq9WAtXxrs7v2CUeJ.txt
1065,Mellow Trouble - with water sounds,beigecatt,English,Yes,Yes,,,"calm, introspective, soft",active,,,Unknown,2024,121,62,E minor,0.1,0.7,0.528,audio/7Gm9o0ZQIxZEoayntaOdJh.mp3,lyrics/7Gm9o0ZQIxZEoayntaOdJh.txt
1066,Slow Down - with water sounds,GRASS COTTON,English,Yes,Yes,,,"meditative, calm, peaceful",active,,,Unknown,2024,185,60,F major,0.1,0.8,0.601,audio/4bwKekJkma4jlN9iMbTzrs.mp3,lyrics/4bwKekJkma4jlN9iMbTzrs.txt
1067,Soft Rain Murmurs - with water sounds,DECEM,English,Yes,Yes,,,"calm, soothing, gentle",active,,,Unknown,2024,181,65,D major,0.2,0.8,0.467,audio/2LN6d5SlKhpLZ1esndEbVM.mp3,lyrics/2LN6d5SlKhpLZ1esndEbVM.txt
1068,Aurora - with water sounds,JESSE,English,Yes,Yes,,,"dreamy, ambient, uplifting",active,,,Unknown,2024,202,68,G major,0.3,0.8,0.512,audio/741qICLW2i7PNLd9nT5SCW.mp3,lyrics/741qICLW2i7PNLd9nT5SCW.txt
1069,Shadows in the Rain - with water sounds,JESSE,English,Yes,Yes,,,"introspective, calm, soft",active,,,Unknown,2024,181,62,C minor,0.1,0.7,0.498,audio/6wKtv3XRQ8Kx4fpZdYAEfI.mp3,lyrics/6wKtv3XRQ8Kx4fpZdYAEfI.txt
1070,Waterfall's Embrace - with water sounds,JESSE,English,Yes,Yes,,,"peaceful, gentle, soothing",active,,,Unknown,2024,188,65,F major,0.2,0.8,0.563,audio/1jFH4bvy0kyzjDGphRp0qI.mp3,lyrics/1jFH4bvy0kyzjDGphRp0qI.txt
1071,The Sleep Diaries - with water sounds,The Sleep Diaries,English,Yes,Yes,,,"calm, soothing, peaceful",active,,,Unknown,2024,182,60,F major,0.1,0.8,0.573,audio/47Wm2fFIoaAyaH8AtbAo05.mp3,lyrics/47Wm2fFIoaAyaH8AtbAo05.txt
1072,Lullaby to the Stars - with water sounds,Relaxing Music,English,Yes,Yes,,,"dreamy, gentle, uplifting",active,,,Unknown,2024,196,65,C major,0.2,0.8,0.498,audio/7vJZhIkPuOtkvZuIX8FL6w.mp3,lyrics/7vJZhIkPuOtkvZuIX8FL6w.txt
1073,Head in the Clouds - with water sounds,GRASS COTTON,English,Yes,Yes,,,"calm, ambient, soft",active,,,Unknown,2024,132,62,Bb major,0.1,0.7,0.637,audio/5Zbi7ajFeIBc9GPV6Rjwmw.mp3,lyrics/5Zbi7ajFeIBc9GPV6Rjwmw.txt
1074,Quiet Moments - with water sounds,DECEM,English,Yes,Yes,,,"peaceful, introspective, gentle",active,,,Unknown,2024,195,60,D major,0.1,0.8,0.482,audio/2K6cm0vNHd1aCewadXxv22.mp3,lyrics/2K6cm0vNHd1aCewadXxv22.txt
1075,Quiet Time - with water sounds,JESSE,English,Yes,Yes,,,"calm, relaxing, soft",active,,,Unknown,2024,123,62,E minor,0.1,0.7,0.551,audio/4A415TVnLDOlKGygYGbXaj.mp3,lyrics/4A415TVnLDOlKGygYGbXaj.txt
1076,Gentle Rainfall Dreams - with water sounds,DECEM,English,Yes,Yes,,,"soothing, gentle, peaceful",active,,,Unknown,2024,187,65,F major,0.2,0.8,0.629,audio/30AwqmBYojidzhXKOlbqO7.mp3,lyrics/30AwqmBYojidzhXKOlbqO7.txt
1077,Cedar's Lullaby - with water sounds,JESSE,English,Yes,Yes,,,"gentle, nostalgic, peaceful",active,,,Unknown,2024,185,60,C major,0.1,0.8,0.469,audio/0WcobMbRhsV793U9VxqsSd.mp3,lyrics/0WcobMbRhsV793U9VxqsSd.txt
1078,Broken - with water sounds,beigecatt,English,Yes,Yes,,,"introspective, soft, emotional",active,,,Unknown,2024,121,62,Bb major,0.1,0.6,0.584,audio/47xCgVnujl7hbc6cTRCeeW.mp3,lyrics/47xCgVnujl7hbc6cTRCeeW.txt
1079,Soothing Rainfall - with water sounds,JESSE,English,Yes,Yes,,,"calming, peaceful, gentle",active,,,Unknown,2024,178,65,D major,0.2,0.8,0.497,audio/7mJIVcemZA63fqWxGrRZuo.mp3,lyrics/7mJIVcemZA63fqWxGrRZuo.txt
1080,SPA Treatment - with water sounds,JESSE,English,Yes,Yes,,,"meditative, relaxing, gentle",active,,,Unknown,2024,181,60,F major,0.1,0.8,0.513,audio/2dGK0tXeE4X2azDEOI6etz.mp3,lyrics/2dGK0tXeE4X2azDEOI6etz.txt
1081,Whispers of Sakura - with water sounds,JESSE,English,Yes,Yes,,,"dreamy, gentle, uplifting",active,,,Unknown,2024,193,68,G major,0.3,0.8,0.581,audio/7mMBkNTn7VBwzYWtaTT98m.mp3,lyrics/7mMBkNTn7VBwzYWtaTT98m.txt
1082,Free Spirit - with water sounds,beigecatt,English,Yes,Yes,,,"uplifting, calm, gentle",active,,,Unknown,2024,128,65,C major,0.2,0.8,0.427,audio/59LLou9P56vPsL7dJGOL88.mp3,lyrics/59LLou9P56vPsL7dJGOL88.txt
1083,Clear Horizons - with water sounds,DECEM,English,Yes,Yes,,,"peaceful, hopeful, soft",active,,,Unknown,2024,185,62,Bb major,0.1,0.8,0.589,audio/2woXvLMvIfIot9v5uWNjwl.mp3,lyrics/2woXvLMvIfIot9v5uWNjwl.txt
1084,The Marvelous Ears - with water sounds,JESSE,English,Yes,Yes,,,"playful, gentle, ambient",active,,,Unknown,2024,186,68,D major,0.3,0.8,0.498,audio/3t75zsjfecFxsYuVVT6EId.mp3,lyrics/3t75zsjfecFxsYuVVT6EId.txt
1085,Serene Streams - with water sounds,JESSE,English,Yes,Yes,,,"calm, soothing, peaceful",active,,,Unknown,2024,180,60,F major,0.1,0.8,0.541,audio/4rKztu610lEEip8476zG7D.mp3,lyrics/4rKztu610lEEip8476zG7D.txt
1086,New Moon - with water sounds,JESSE,English,Yes,Yes,,,"dreamy, ambient, soft",active,,,Unknown,2024,128,62,C major,0.1,0.7,0.613,audio/6eWwKpY2UAnDEfaxkkbKJH.mp3,lyrics/6eWwKpY2UAnDEfaxkkbKJH.txt
1087,Midnight Glow - with water sounds,Relaxing Music,English,Yes,Yes,,,"calm, gentle, peaceful",active,,,Unknown,2024,198,65,Bb major,0.2,0.8,0.492,audio/1LbQzRMBt2Nnl1DWt7UgS1.mp3,lyrics/1LbQzRMBt2Nnl1DWt7UgS1.txt
1088,Rain Melody Drift - with water sounds,DECEM,English,Yes,Yes,,,"soothing, gentle, soft",active,,,Unknown,2024,181,60,D major,0.1,0.8,0.579,audio/3E0Hpef1cIpsTlUXWo9IbY.mp3,lyrics/3E0Hpef1cIpsTlUXWo9IbY.txt
1089,Raindrop Serenade - with water sounds,JESSE,English,Yes,Yes,,,"peaceful, nostalgic, gentle",active,,,Unknown,2024,181,65,F major,0.2,0.8,0.531,audio/4EwPfnXAsi2pu4rCVgZQ6w.mp3,lyrics/4EwPfnXAsi2pu4rCVgZQ6w.txt
1090,Quiet Nights - with water sounds,JESSE,English,Yes,Yes,,,"calm, ambient, soft",active,,,Unknown,2024,183,62,C major,0.1,0.7,0.468,audio/0CjfEGpFeESYTV3v6w3D5n.mp3,lyrics/0CjfEGpFeESYTV3v6w3D5n.txt
1091,Whispers of the Waterfall - with water sounds,JESSE,English,Yes,Yes,,,"calm, soothing, peaceful",active,,,Unknown,2024,185,65,F major,0.2,0.8,0.583,audio/1BDGuHwpieCSNZWvKToigB.mp3,lyrics/1BDGuHwpieCSNZWvKToigB.txt
1092,Reprise - with water sounds,beigecatt,English,Yes,Yes,,,"reflective, ambient, soft",active,,,Unknown,2024,125,62,C major,0.1,0.7,0.491,audio/6fJysPkHT4f5cxOj13tKUo.mp3,lyrics/6fJysPkHT4f5cxOj13tKUo.txt
1093,The City Park - with water sounds,JESSE,English,Yes,Yes,,,"peaceful, gentle, uplifting",active,,,Unknown,2024,186,68,D major,0.3,0.8,0.627,audio/5ZS353G524LPLqIyhLWGkV.mp3,lyrics/5ZS353G524LPLqIyhLWGkV.txt
1094,Whispering Leaves - with water sounds,JESSE,English,Yes,Yes,,,"calm, ambient, soft",active,,,Unknown,2024,204,62,Bb major,0.1,0.7,0.458,audio/6acuA27ybpGcU65ix4wypC.mp3,lyrics/6acuA27ybpGcU65ix4wypC.txt
1095,Whispering Rain - with water sounds,DECEM,English,Yes,Yes,,,"soothing, gentle, peaceful",active,,,Unknown,2024,192,65,F major,0.2,0.8,0.519,audio/11MyEYZycRMn5zR5GbF7kh.mp3,lyrics/11MyEYZycRMn5zR5GbF7kh.txt
1096,Twilights - with water sounds,beigecatt,English,Yes,Yes,,,"dreamy, calm, soft",active,,,Unknown,2024,189,62,E minor,0.1,0.7,0.573,audio/03jzwrVyfGBQuoo3VoVPb8.mp3,lyrics/03jzwrVyfGBQuoo3VoVPb8.txt
1097,Starry Night Waltz - with water sounds,Relaxing Music,English,Yes,Yes,,,"dreamy, gentle, uplifting",active,,,Unknown,2024,188,68,G major,0.3,0.8,0.498,audio/6IFkWNQf8j3uaVAwmAjzOY.mp3,lyrics/6IFkWNQf8j3uaVAwmAjzOY.txt
1098,Morning Passages - with water sounds,GNOD IAD,English,Yes,Yes,,,"uplifting, peaceful, gentle",active,,,Unknown,2024,185,70,D major,0.3,0.8,0.612,audio/2DEsFbXLHrAQEhMmpoSJvT.mp3,lyrics/2DEsFbXLHrAQEhMmpoSJvT.txt
1099,Gentle Rainfall - with water sounds,JESSE,English,Yes,Yes,,,"calm, soothing, soft",active,,,Unknown,2024,185,65,C major,0.2,0.8,0.547,audio/1ppUHf2miEGUqrQwrnO8Q1.mp3,lyrics/1ppUHf2miEGUqrQwrnO8Q1.txt
1100,Chill Vibes - with water sounds,JESSE,English,Yes,Yes,,,"relaxed, gentle, ambient",active,,,Unknown,2025,128,62,Bb major,0.1,0.7,0.493,audio/7FzwhTH1EMENzVapDfafJu.mp3,lyrics/7FzwhTH1EMENzVapDfafJu.txt
1101,Whispers of Calm - with water sounds,DECEM,English,Yes,Yes,,,"meditative, peaceful, gentle",active,,,Unknown,2024,185,60,F major,0.1,0.8,0.621,audio/4oOwfLU4TZouoIO7kgtlq0.mp3,lyrics/4oOwfLU4TZouoIO7kgtlq0.txt
1102,Echoes in the Rain - with water sounds,JESSE,English,Yes,Yes,,,"introspective, ambient, soft",active,,,Unknown,2024,180,62,E minor,0.1,0.7,0.459,audio/0o6k6YUBO0O1WJOOscG9Bd.mp3,lyrics/0o6k6YUBO0O1WJOOscG9Bd.txt
1103,One More Story - with water sounds,DECEM,English,Yes,Yes,,,"nostalgic, gentle, peaceful",active,,,Unknown,2024,191,65,C major,0.2,0.8,0.563,audio/7kCxJfSUy1lAk26ZFm7krJ.mp3,lyrics/7kCxJfSUy1lAk26ZFm7krJ.txt
1104,The Blue Sky - with water sounds,GRASS COTTON,English,Yes,Yes,,,"uplifting, dreamy, gentle",active,,,Unknown,2024,188,68,D major,0.3,0.8,0.591,audio/6WQEOpxk9Yw9cZEHFyGcpO.mp3,lyrics/6WQEOpxk9Yw9cZEHFyGcpO.txt
1105,Tropical Twilight - with water sounds,JESSE,English,Yes,Yes,,,"calm, ambient, soft",active,,,Unknown,2024,198,62,Bb major,0.1,0.7,0.512,audio/3434j3zn1FxLflyJ3TqPa2.mp3,lyrics/3434j3zn1FxLflyJ3TqPa2.txt
1106,Nostalgia in the Rain - with water sounds,JESSE,English,Yes,Yes,,,"nostalgic, peaceful, soft",active,,,Unknown,2024,181,65,F major,0.2,0.7,0.547,audio/2zaeMAwZsF0ideO4uJCiQM.mp3,lyrics/2zaeMAwZsF0ideO4uJCiQM.txt
1107,Cloudy Reflections - with water sounds,DECEM,English,Yes,Yes,,,"reflective, calm, gentle",active,,,Unknown,2024,185,62,C major,0.1,0.7,0.468,audio/4nh6vIzqLfcNcfezlxDeO4.mp3,lyrics/4nh6vIzqLfcNcfezlxDeO4.txt
